,North,South,East,West,Central,OverallReading
11:00am,26,19,15,25,19,15-26
12:00pm,26,19,16,26,19,16-26
1:00pm,26,19,16,26,20,16-26
2:00pm,26,19,16,26,21,16-26
3:00pm,26,20,16,27,22,16-27
4:00pm,27,21,17,28,23,17-28
5:00pm,28,22,17,29,23,17-29
6:00pm,30,23,18,31,23,18-31
7:00pm,31,23,19,32,24,19-32
8:00pm,31,24,19,33,24,19-33
9:00pm,31,24,20,33,24,20-33
10:00pm,32,25,20,34,24,20-34
11:00pm,32,25,20,34,25,20-34
12:00am,32,25,20,33,25,20-33
21/7/2013
1:00am,32,25,20,33,25,20-33
2:00am,32,25,20,33,25,20-33
3:00am,32,26,20,33,25,20-33
4:00am,32,26,20,33,25,20-33
5:00am,32,26,20,34,25,20-34
6:00am,32,26,20,34,25,20-34
7:00am,32,26,20,33,25,20-33
8:00am,32,26,20,33,25,20-33
9:00am,31,26,19,33,26,19-33
10:00am,30,26,20,33,25,20-33
11:00am,30,26,20,33,25,20-33
12:00pm,29,26,19,33,25,19-33
1:00pm,29,26,20,33,24,20-33
2:00pm,29,26,20,33,24,20-33
3:00pm,29,26,20,33,24,20-33
4:00pm,28,26,21,33,24,21-33
5:00pm,28,26,21,33,24,21-33
6:00pm,27,26,22,32,24,22-32
7:00pm,27,26,21,31,25,21-31
8:00pm,27,26,22,30,26,22-30
9:00pm,27,26,22,30,24,22-30
10:00pm,27,26,22,30,24,22-30
11:00pm,27,27,22,31,24,22-31
12:00am,28,27,23,31,25,23-31
22/7/2013
1:00am,28,27,23,31,25,23-31
2:00am,27,27,23,32,25,23-32
3:00am,27,27,24,32,25,24-32
4:00am,28,27,24,32,25,24-32
5:00am,28,27,24,32,25,24-32
6:00am,28,27,24,33,25,24-33
7:00am,28,27,24,33,25,24-33
8:00am,28,27,24,33,26,24-33
9:00am,29,28,24,33,26,24-33
10:00am,30,28,24,33,26,24-33
11:00am,30,28,25,34,26,25-34
12:00pm,30,29,25,34,27,25-34
1:00pm,31,29,26,34,27,26-34
2:00pm,31,30,26,34,28,26-34
3:00pm,31,30,27,34,28,27-34
4:00pm,31,31,27,35,29,27-35
5:00pm,31,31,27,35,29,27-35
6:00pm,31,31,27,35,29,27-35
7:00pm,33,32,28,36,30,28-36
8:00pm,34,32,28,36,30,28-36
9:00pm,35,33,28,37,31,28-37
10:00pm,36,33,29,38,31,29-38
11:00pm,36,33,29,38,31,29-38
12:00am,36,32,30,38,31,30-38
23/7/2013
1:00am,36,33,30,38,31,30-38
2:00am,37,33,30,38,31,30-38
3:00am,37,34,30,38,31,30-38
4:00am,37,34,30,39,31,30-39
5:00am,37,34,30,39,31,30-39
6:00am,37,34,30,38,31,30-38
7:00am,37,34,30,38,31,30-38
8:00am,37,34,30,38,31,30-38
9:00am,37,34,30,38,30,30-38
10:00am,37,34,30,38,30,30-38
11:00am,37,33,30,38,30,30-38
12:00pm,37,33,29,38,29,29-38
1:00pm,38,33,28,37,29,28-38
2:00pm,37,32,28,37,28,28-37
3:00pm,38,31,27,36,28,27-38
4:00pm,38,30,26,35,27,26-38
5:00pm,38,29,25,37,26,25-38
6:00pm,38,28,24,39,25,24-39
7:00pm,35,27,24,42,24,24-42
8:00pm,33,27,23,42,23,23-42
9:00pm,31,26,22,41,22,22-41
10:00pm,30,25,21,41,21,21-41
11:00pm,30,25,21,42,21,21-42
12:00am,29,25,20,42,21,20-42
24/7/2013
1:00am,29,25,20,42,20,20-42
2:00am,28,24,19,42,20,19-42
3:00am,28,23,19,41,19,19-41
4:00am,28,22,19,41,19,19-41
5:00am,27,22,18,41,19,18-41
6:00am,27,22,18,41,19,18-41
7:00am,27,22,18,40,19,18-40
8:00am,26,22,18,40,19,18-40
9:00am,26,22,18,40,19,18-40
10:00am,26,21,18,39,19,18-39
11:00am,25,21,19,40,19,19-40
12:00pm,24,21,19,38,19,19-38
1:00pm,24,21,19,38,18,18-38
2:00pm,24,21,19,40,18,18-40
3:00pm,23,21,19,40,18,18-40
4:00pm,23,21,19,38,18,18-38
5:00pm,22,21,19,36,19,19-36
6:00pm,22,21,20,40,20,20-40
7:00pm,23,21,20,41,20,20-41
8:00pm,23,21,20,43,20,20-43
9:00pm,23,21,20,43,20,20-43
10:00pm,23,21,20,42,21,20-42
11:00pm,23,21,21,40,20,20-40
12:00am,22,21,21,39,22,21-39
25/7/2013
1:00am,23,21,21,38,22,21-38
2:00am,23,22,21,38,23,21-38
3:00am,23,22,22,37,24,22-37
4:00am,23,22,22,36,25,22-36
5:00am,24,23,23,35,25,23-35
6:00am,25,23,23,35,26,23-35
7:00am,27,23,24,34,26,23-34
8:00am,28,23,24,34,27,23-34
9:00am,29,23,24,33,27,23-33
10:00am,29,24,23,33,27,23-33
11:00am,30,23,22,32,27,22-32
12:00pm,31,23,22,32,27,22-32
1:00pm,31,23,22,32,27,22-32
2:00pm,31,22,22,33,27,22-33
3:00pm,31,22,22,36,27,22-36
4:00pm,31,23,22,40,27,22-40
5:00pm,31,23,22,41,26,22-41
6:00pm,31,23,21,38,26,21-38
7:00pm,31,22,21,35,26,21-35
8:00pm,30,22,21,34,25,21-34
9:00pm,30,21,21,34,25,21-34
10:00pm,30,21,21,35,24,21-35
11:00pm,30,21,20,35,24,20-35
12:00am,31,21,20,37,23,20-37
26/7/2013
1:00am,31,20,20,37,23,20-37
2:00am,32,20,19,37,22,19-37
3:00am,33,19,19,38,20,19-38
4:00am,33,18,18,39,19,18-39
5:00am,33,18,18,39,19,18-39
6:00am,35,17,17,39,18,17-39
7:00am,34,17,17,39,19,17-39
8:00am,33,18,17,39,20,17-39
9:00am,33,20,18,39,21,18-39
10:00am,34,20,19,39,22,19-39
11:00am,35,21,20,39,22,20-39
12:00pm,35,21,20,37,22,20-37
1:00pm,35,21,20,34,22,20-35
2:00pm,35,21,20,30,23,20-35
3:00pm,35,21,20,28,24,20-35
4:00pm,35,21,21,28,24,21-35
5:00pm,36,21,21,27,24,21-36
6:00pm,36,22,21,28,24,21-36
7:00pm,36,23,21,29,25,21-36
8:00pm,37,25,22,30,26,22-37
9:00pm,39,26,22,31,28,22-39
10:00pm,41,27,23,33,30,23-41
11:00pm,41,28,23,33,30,23-41
12:00am,42,28,24,34,30,24-42
27/7/2013
1:00am,41,29,23,34,31,23-41
2:00am,41,30,24,35,31,24-41
3:00am,41,30,25,36,32,25-41
4:00am,40,31,26,37,33,26-40
5:00am,40,32,27,37,34,27-40
6:00am,39,32,28,37,34,28-39
7:00am,39,33,28,37,34,28-39
8:00am,39,33,28,36,33,28-39
9:00am,39,33,29,36,33,29-39
10:00am,39,33,29,35,33,29-39
11:00am,38,34,29,33,33,29-38
12:00pm,38,35,29,34,33,29-38
1:00pm,38,35,30,34,33,30-38
2:00pm,38,35,29,34,33,29-38
3:00pm,38,35,29,34,32,29-38
4:00pm,37,35,29,34,32,29-37
5:00pm,37,34,28,34,31,28-37
6:00pm,38,34,28,34,31,28-38
7:00pm,38,33,28,34,30,28-38
8:00pm,37,32,28,33,29,28-37
9:00pm,36,31,27,32,27,27-36
10:00pm,36,30,27,31,27,27-36
11:00pm,36,30,27,31,27,27-36
12:00am,36,31,28,32,28,28-36
28/7/2013
1:00am,37,32,28,32,28,28-37
2:00am,37,33,29,31,29,29-37
3:00am,37,34,30,31,30,30-37
4:00am,37,35,31,30,30,30-37
5:00am,38,36,32,30,30,30-38
6:00am,38,37,33,30,30,30-38
7:00am,39,37,33,30,30,30-39
8:00am,39,37,33,30,30,30-39
9:00am,39,37,33,30,30,30-39
10:00am,39,37,32,31,30,30-39
11:00am,40,38,33,34,31,31-40
12:00pm,40,37,32,34,31,31-40
1:00pm,40,37,32,33,31,31-40
2:00pm,40,36,32,33,31,31-40
3:00pm,40,36,32,33,31,31-40
4:00pm,40,36,32,34,31,31-40
5:00pm,39,36,32,34,31,31-39
6:00pm,38,36,32,33,31,31-38
7:00pm,38,36,32,32,30,30-38
8:00pm,38,35,32,32,30,30-38
9:00pm,37,35,32,32,30,30-37
10:00pm,36,35,31,32,29,29-36
11:00pm,35,34,31,31,29,29-35
12:00am,34,33,30,30,28,28-34
29/7/2013
1:00am,33,32,28,29,27,27-33
2:00am,32,30,27,30,26,26-32
3:00am,31,29,26,29,25,25-31
4:00am,30,27,24,29,23,23-30
5:00am,29,26,23,29,23,23-29
6:00am,29,25,23,29,22,22-29
7:00am,27,24,23,29,21,21-29
8:00am,26,23,23,28,21,21-28
9:00am,25,22,23,28,21,21-28
10:00am,24,20,23,27,21,20-27
11:00am,23,19,22,25,20,19-25
12:00pm,23,20,21,24,20,20-24
1:00pm,23,21,22,25,21,21-25
2:00pm,23,21,22,25,21,21-25
3:00pm,23,21,22,25,21,21-25
4:00pm,23,21,22,25,21,21-25
5:00pm,23,22,22,25,21,21-25
6:00pm,24,23,22,26,21,21-26
7:00pm,25,24,22,28,22,22-28
8:00pm,26,24,22,29,23,22-29
9:00pm,27,25,21,30,24,21-30
10:00pm,28,25,21,30,24,21-30
11:00pm,29,26,21,31,24,21-31
12:00am,30,26,22,32,25,22-32
30/7/2013
1:00am,31,27,23,33,25,23-33
2:00am,32,28,23,34,26,23-34
3:00am,33,28,24,35,27,24-35
4:00am,34,29,25,35,27,25-35
5:00am,35,30,25,36,28,25-36
6:00am,36,30,26,37,29,26-37
7:00am,36,30,26,37,29,26-37
8:00am,37,31,26,38,29,26-38
9:00am,37,31,26,38,29,26-38
10:00am,37,32,26,38,29,26-38
11:00am,37,32,26,38,28,26-38
12:00pm,35,31,25,38,28,25-38
1:00pm,35,31,25,38,28,25-38
2:00pm,35,30,26,39,28,26-39
3:00pm,35,30,26,38,28,26-38
4:00pm,35,30,25,39,28,25-39
5:00pm,34,30,25,39,28,25-39
6:00pm,34,30,25,39,28,25-39
7:00pm,34,30,26,38,28,26-38
8:00pm,33,30,26,38,28,26-38
9:00pm,33,30,27,39,29,27-39
10:00pm,34,31,28,39,30,28-39
11:00pm,34,31,28,39,30,28-39
12:00am,33,30,27,38,29,27-38
31/7/2013
1:00am,33,29,27,37,29,27-37
2:00am,32,28,26,36,28,26-36
3:00am,32,28,26,38,28,26-38
4:00am,31,27,26,40,29,26-40
5:00am,31,26,26,42,29,26-42
6:00am,32,26,26,43,30,26-43
7:00am,32,26,26,44,32,26-44
8:00am,33,26,26,45,32,26-45
9:00am,33,25,25,45,32,25-45
10:00am,33,26,26,45,32,26-45
11:00am,34,26,26,44,32,26-44
12:00pm,35,26,26,44,32,26-44
1:00pm,34,25,25,44,31,25-44
2:00pm,34,25,25,43,30,25-43
3:00pm,33,25,24,43,30,24-43
4:00pm,33,25,24,42,30,24-42
5:00pm,33,24,24,41,30,24-41
6:00pm,33,24,24,40,30,24-40
7:00pm,33,25,24,40,29,24-40
8:00pm,33,25,23,40,29,23-40
9:00pm,32,24,22,40,28,22-40
10:00pm,31,23,20,39,27,20-39
11:00pm,29,22,19,38,26,19-38
12:00am,28,22,19,37,25,19-37
1/8/2013
1:00am,28,22,19,36,25,19-36
2:00am,27,21,18,36,24,18-36
3:00am,26,21,18,33,24,18-33
4:00am,25,21,18,30,22,18-30
5:00am,24,21,17,27,21,17-27
6:00am,23,20,16,25,19,16-25
7:00am,21,20,16,23,18,16-23
8:00am,21,20,16,22,17,16-22
9:00am,20,21,16,22,18,16-22
10:00am,21,21,16,22,19,16-22
11:00am,21,20,16,22,20,16-22
12:00pm,22,21,16,22,20,16-22
1:00pm,22,21,16,22,20,16-22
2:00pm,22,21,16,22,20,16-22
3:00pm,22,20,16,22,20,16-22
4:00pm,22,21,16,23,20,16-23
5:00pm,22,20,16,23,19,16-23
6:00pm,21,19,15,23,19,15-23
7:00pm,20,18,14,21,17,14-21
8:00pm,20,17,14,21,17,14-21
9:00pm,19,17,14,21,16,14-21
10:00pm,19,17,14,21,17,14-21
11:00pm,19,17,14,22,17,14-22
12:00am,19,17,14,22,17,14-22
2/8/2013
1:00am,19,17,14,22,17,14-22
2:00am,19,17,14,21,18,14-21
3:00am,19,17,14,21,18,14-21
4:00am,19,18,14,21,18,14-21
5:00am,19,17,13,21,18,13-21
6:00am,19,18,14,22,18,14-22
7:00am,19,17,14,22,18,14-22
8:00am,19,17,13,21,17,13-21
9:00am,18,16,13,21,17,13-21
10:00am,18,15,13,21,16,13-21
11:00am,18,16,13,20,15,13-20
12:00pm,18,16,13,21,15,13-21
1:00pm,18,16,13,22,15,13-22
2:00pm,18,17,14,24,16,14-24
3:00pm,18,17,14,25,16,14-25
4:00pm,18,17,14,28,16,14-28
5:00pm,18,17,14,29,16,14-29
6:00pm,18,17,14,29,16,14-29
7:00pm,19,18,15,30,16,15-30
8:00pm,19,18,15,30,17,15-30
9:00pm,19,18,15,30,17,15-30
10:00pm,19,18,15,30,17,15-30
11:00pm,19,18,16,30,17,16-30
12:00am,19,18,17,30,17,17-30
3/8/2013
1:00am,20,18,17,30,17,17-30
2:00am,20,19,18,31,17,17-31
3:00am,20,19,18,32,18,18-32
4:00am,20,19,19,32,18,18-32
5:00am,20,19,19,32,18,18-32
6:00am,20,20,20,33,18,18-33
7:00am,21,20,20,33,19,19-33
8:00am,21,21,21,33,19,19-33
9:00am,20,21,21,34,19,19-34
10:00am,20,21,22,34,19,19-34
11:00am,20,21,22,34,19,19-34
12:00pm,20,22,22,36,19,19-36
1:00pm,20,22,22,36,19,19-36
2:00pm,20,22,23,34,19,19-34
3:00pm,21,22,23,33,19,19-33
4:00pm,21,22,24,31,20,20-31
5:00pm,21,22,24,29,20,20-29
6:00pm,22,23,24,29,21,21-29
7:00pm,22,23,25,29,21,21-29
8:00pm,22,23,25,29,22,22-29
9:00pm,23,24,26,29,22,22-29
10:00pm,23,24,26,29,22,22-29
11:00pm,23,25,25,29,23,23-29
12:00am,24,25,25,29,23,23-29
4/8/2013
1:00am,24,25,25,28,23,23-28
2:00am,24,25,24,27,23,23-27
3:00am,24,26,23,27,23,23-27
4:00am,24,26,23,27,23,23-27
5:00am,24,26,22,27,23,22-27
6:00am,25,26,22,28,23,22-28
7:00am,25,26,22,28,23,22-28
8:00am,25,26,22,28,23,22-28
9:00am,25,26,22,28,23,22-28
10:00am,25,26,22,29,23,22-29
11:00am,25,26,22,29,23,22-29
12:00pm,25,25,21,29,22,21-29
1:00pm,24,25,21,28,22,21-28
2:00pm,23,24,21,28,21,21-28
3:00pm,23,24,20,27,21,20-27
4:00pm,22,24,20,27,21,20-27
5:00pm,22,23,19,26,20,19-26
6:00pm,21,22,19,26,19,19-26
7:00pm,21,22,18,26,18,18-26
8:00pm,20,21,18,26,18,18-26
9:00pm,20,21,18,27,18,18-27
10:00pm,20,21,18,28,18,18-28
11:00pm,20,20,18,29,17,17-29
12:00am,19,20,18,30,17,17-30
5/8/2013
1:00am,19,19,18,31,18,18-31
2:00am,19,19,17,32,18,17-32
3:00am,19,19,17,32,19,17-32
4:00am,19,19,17,32,19,17-32
5:00am,19,18,17,32,19,17-32
6:00am,18,18,17,31,18,17-31
7:00am,18,18,16,31,18,16-31
8:00am,18,18,16,31,18,16-31
9:00am,19,18,16,30,18,16-30
10:00am,19,18,17,30,18,17-30
11:00am,19,18,16,29,18,16-29
12:00pm,18,18,16,26,17,16-26
1:00pm,19,19,16,26,18,16-26
2:00pm,19,19,17,26,18,17-26
3:00pm,20,19,17,26,17,17-26
4:00pm,20,19,18,26,16,16-26
5:00pm,20,20,18,26,17,17-26
6:00pm,20,20,19,24,17,17-24
7:00pm,20,20,19,22,18,18-22
8:00pm,20,20,18,22,17,17-22
9:00pm,20,20,18,22,17,17-22
10:00pm,20,20,18,22,17,17-22
11:00pm,20,20,18,22,17,17-22
12:00am,20,20,18,23,17,17-23
6/8/2013
1:00am,20,20,18,22,17,17-22
2:00am,21,20,18,22,18,18-22
3:00am,21,20,18,23,18,18-23
4:00am,22,20,19,23,18,18-23
5:00am,22,21,19,24,18,18-24
6:00am,23,20,19,24,19,19-24
7:00am,24,21,20,24,19,19-24
8:00am,25,21,20,23,19,19-25
9:00am,25,21,20,24,19,19-25
10:00am,26,22,21,25,19,19-26
11:00am,27,22,21,26,20,20-27
12:00pm,28,22,21,27,21,21-28
1:00pm,28,23,21,27,21,21-28
2:00pm,28,23,21,26,21,21-28
3:00pm,28,23,21,26,21,21-28
4:00pm,29,23,21,26,22,21-29
5:00pm,29,23,20,27,22,20-29
6:00pm,29,23,20,27,22,20-29
7:00pm,29,23,20,28,22,20-29
8:00pm,30,24,21,28,23,21-30
9:00pm,30,25,22,28,23,22-30
10:00pm,31,25,22,28,24,22-31
11:00pm,32,26,23,28,24,23-32
12:00am,33,26,23,28,25,23-33
7/8/2013
1:00am,33,27,23,28,25,23-33
2:00am,34,28,24,28,25,24-34
3:00am,35,28,25,29,26,25-35
4:00am,35,29,26,30,26,26-35
5:00am,36,30,27,30,27,27-36
6:00am,36,32,28,31,28,28-36
7:00am,36,32,28,32,29,28-36
8:00am,36,33,29,33,29,29-36
9:00am,37,34,29,34,30,29-37
10:00am,36,34,29,34,30,29-36
11:00am,36,34,30,33,31,30-36
12:00pm,36,34,30,33,31,30-36
1:00pm,36,35,31,34,31,31-36
2:00pm,38,36,31,35,32,31-38
3:00pm,39,37,32,36,33,32-39
4:00pm,39,37,33,36,34,33-39
5:00pm,40,38,34,36,34,34-40
6:00pm,41,38,34,36,35,34-41
7:00pm,42,38,35,37,34,34-42
8:00pm,41,38,35,37,34,34-41
9:00pm,42,38,35,37,35,35-42
10:00pm,42,38,35,38,35,35-42
11:00pm,42,38,35,38,35,35-42
12:00am,43,38,35,38,35,35-43
8/8/2013
1:00am,42,38,34,39,35,34-42
2:00am,42,38,34,38,35,34-42
3:00am,41,37,34,38,35,34-41
4:00am,41,37,34,37,35,34-41
5:00am,41,36,34,36,34,34-41
6:00am,40,36,34,35,34,34-40
7:00am,39,35,33,34,34,33-39
8:00am,37,33,31,32,32,31-37
9:00am,36,31,30,30,30,30-36
10:00am,34,31,29,30,29,29-34
11:00am,34,30,28,29,28,28-34
12:00pm,34,30,28,29,28,28-34
1:00pm,33,30,28,28,28,28-33
2:00pm,32,28,27,27,27,27-32
3:00pm,31,27,27,26,26,26-31
4:00pm,30,27,26,26,25,25-30
5:00pm,29,26,25,26,24,24-29
6:00pm,27,26,24,26,24,24-27
7:00pm,27,25,24,25,24,24-27
8:00pm,26,25,23,24,23,23-26
9:00pm,25,24,22,24,22,22-25
10:00pm,24,23,21,23,21,21-24
11:00pm,23,23,21,22,20,20-23
12:00am,22,22,21,21,20,20-22
9/8/2013
1:00am,21,21,20,20,19,19-21
2:00am,20,20,20,20,18,18-20
3:00am,19,20,19,19,18,18-20
4:00am,18,18,17,20,17,17-20
5:00am,17,17,16,21,16,16-21
6:00am,16,16,15,22,15,15-22
7:00am,16,16,14,23,14,14-23
8:00am,16,16,14,24,14,14-24
9:00am,16,16,14,25,14,14-25
10:00am,16,16,14,25,15,14-25
11:00am,15,15,14,25,14,14-25
12:00pm,15,15,14,26,14,14-26
1:00pm,15,14,14,26,13,13-26
2:00pm,18,14,16,26,15,14-26
3:00pm,20,14,17,26,18,14-26
4:00pm,22,14,19,26,19,14-26
5:00pm,22,14,20,28,20,14-28
6:00pm,23,14,19,29,19,14-29
7:00pm,22,14,18,29,18,14-29
8:00pm,21,14,16,29,17,14-29
9:00pm,19,14,14,28,14,14-28
10:00pm,17,14,13,27,13,13-27
11:00pm,15,14,13,26,13,13-26
12:00am,14,14,13,24,13,13-24
10/8/2013
1:00am,15,14,13,21,13,13-21
2:00am,15,15,13,20,14,13-20
3:00am,16,15,13,21,14,13-21
4:00am,17,15,14,21,15,14-21
5:00am,18,16,15,22,16,15-22
6:00am,18,16,15,21,15,15-21
7:00am,18,16,15,21,15,15-21
8:00am,18,16,15,21,15,15-21
9:00am,17,16,15,21,15,15-21
10:00am,17,16,15,22,15,15-22
11:00am,18,17,16,22,15,15-22
12:00pm,17,17,16,22,15,15-22
1:00pm,18,18,16,21,16,16-21
2:00pm,18,18,17,21,16,16-21
3:00pm,18,19,17,21,16,16-21
4:00pm,19,18,17,20,16,16-20
5:00pm,19,18,17,20,16,16-20
6:00pm,20,19,17,20,17,17-20
7:00pm,20,18,17,20,17,17-20
8:00pm,20,18,17,20,17,17-20
9:00pm,20,18,17,20,17,17-20
10:00pm,20,18,17,21,17,17-21
11:00pm,20,18,17,22,17,17-22
12:00am,19,18,17,24,16,16-24
11/8/2013
1:00am,19,18,17,25,16,16-25
2:00am,19,17,17,26,16,16-26
3:00am,17,17,17,27,15,15-27
4:00am,17,17,16,28,15,15-28
5:00am,16,17,16,29,14,14-29
6:00am,16,17,16,30,15,15-30
7:00am,17,17,17,30,15,15-30
8:00am,16,17,17,30,15,15-30
9:00am,16,17,17,29,14,14-29
10:00am,16,17,18,27,14,14-27
11:00am,17,17,17,27,14,14-27
12:00pm,17,17,17,25,15,15-25
1:00pm,17,17,17,25,15,15-25
2:00pm,16,17,18,25,17,16-25
3:00pm,17,17,18,25,17,17-25
4:00pm,17,17,18,28,17,17-28
5:00pm,17,17,18,27,18,17-27
6:00pm,16,17,18,26,18,16-26
7:00pm,17,17,18,25,18,17-25
8:00pm,17,18,18,25,18,17-25
9:00pm,17,18,19,24,18,17-24
10:00pm,16,18,19,23,18,16-23
11:00pm,17,18,19,23,18,17-23
12:00am,17,18,19,22,18,17-22
12/8/2013
1:00am,17,18,18,22,18,17-22
2:00am,17,18,18,22,18,17-22
3:00am,17,17,18,21,18,17-21
4:00am,17,18,18,20,18,17-20
5:00am,17,18,17,18,18,17-18
6:00am,16,19,17,17,18,16-19
7:00am,16,18,17,17,19,16-19
8:00am,16,19,17,17,19,16-19
9:00am,17,21,17,17,19,17-21
10:00am,18,23,19,17,20,17-23
11:00am,19,23,19,19,23,19-23
12:00pm,20,21,18,23,22,18-23
1:00pm,20,20,17,26,20,17-26
2:00pm,20,19,17,28,18,17-28
3:00pm,20,19,17,29,18,17-29
4:00pm,20,19,18,26,18,18-26
5:00pm,20,19,18,27,18,18-27
6:00pm,20,19,18,27,18,18-27
7:00pm,20,20,18,28,18,18-28
8:00pm,20,20,18,28,18,18-28
9:00pm,20,20,18,29,18,18-29
10:00pm,20,20,18,29,18,18-29
11:00pm,21,21,19,28,19,19-28
12:00am,21,21,19,28,19,19-28
13/8/2013
1:00am,21,21,19,27,19,19-27
2:00am,22,21,19,27,19,19-27
3:00am,22,22,19,27,19,19-27
4:00am,22,22,20,28,20,20-28
5:00am,23,22,20,28,20,20-28
6:00am,24,23,20,29,21,20-29
7:00am,24,23,20,29,21,20-29
8:00am,24,23,21,29,21,21-29
9:00am,24,22,20,30,21,20-30
10:00am,23,21,20,31,20,20-31
11:00am,22,21,19,30,20,19-30
12:00pm,21,21,19,27,19,19-27
1:00pm,21,21,19,27,19,19-27
2:00pm,22,21,19,26,20,19-26
3:00pm,22,21,19,25,20,19-25
4:00pm,22,21,19,25,20,19-25
5:00pm,22,22,19,25,20,19-25
6:00pm,22,22,19,25,20,19-25
7:00pm,22,21,18,25,20,18-25
8:00pm,22,21,19,25,20,19-25
9:00pm,22,21,19,25,20,19-25
10:00pm,22,21,19,25,20,19-25
11:00pm,22,21,19,25,20,19-25
12:00am,22,21,19,26,20,19-26
14/8/2013
1:00am,22,21,19,26,21,19-26
2:00am,23,22,19,26,21,19-26
3:00am,23,22,20,27,21,20-27
4:00am,23,23,20,27,22,20-27
5:00am,24,23,20,27,22,20-27
6:00am,24,24,20,28,22,20-28
7:00am,25,25,21,28,23,21-28
8:00am,25,25,21,29,24,21-29
9:00am,26,26,22,30,25,22-30
10:00am,27,26,22,30,25,22-30
11:00am,27,26,23,31,25,23-31
12:00pm,27,27,23,31,25,23-31
1:00pm,28,27,23,31,26,23-31
2:00pm,28,27,23,30,25,23-30
3:00pm,28,27,23,30,25,23-30
4:00pm,28,27,24,31,25,24-31
5:00pm,29,27,24,31,26,24-31
6:00pm,29,27,24,31,26,24-31
7:00pm,30,28,25,31,26,25-31
8:00pm,30,28,25,32,27,25-32
9:00pm,30,29,25,32,27,25-32
10:00pm,31,29,25,32,27,25-32
11:00pm,31,29,26,32,27,26-32
12:00am,32,30,26,33,28,26-33
15/8/2013
1:00am,32,30,26,33,28,26-33
2:00am,32,31,26,33,28,26-33
3:00am,32,31,26,33,28,26-33
4:00am,32,30,26,34,28,26-34
5:00am,32,30,26,34,28,26-34
6:00am,32,30,26,34,28,26-34
7:00am,31,30,26,34,28,26-34
8:00am,32,30,26,34,27,26-34
9:00am,31,30,26,34,27,26-34
10:00am,31,30,25,34,27,25-34
11:00am,31,30,25,34,27,25-34
12:00pm,31,30,26,35,27,26-35
1:00pm,32,30,26,35,27,26-35
2:00pm,32,30,26,35,28,26-35
3:00pm,32,30,26,35,28,26-35
4:00pm,32,30,26,35,27,26-35
5:00pm,31,30,26,35,27,26-35
6:00pm,31,30,26,35,28,26-35
7:00pm,31,30,26,35,27,26-35
8:00pm,30,29,26,35,28,26-35
9:00pm,30,29,26,34,27,26-34
10:00pm,30,29,25,34,27,25-34
11:00pm,30,29,25,34,27,25-34
12:00am,29,28,25,34,27,25-34
16/8/2013
1:00am,29,28,25,33,26,25-33
2:00am,29,28,25,33,26,25-33
3:00am,29,28,25,33,26,25-33
4:00am,29,28,25,33,26,25-33
5:00am,29,28,25,33,26,25-33
6:00am,29,28,25,33,26,25-33
7:00am,30,28,25,33,26,25-33
8:00am,30,27,25,32,26,25-32
9:00am,31,28,25,32,26,25-32
10:00am,31,28,25,32,26,25-32
11:00am,31,28,25,33,26,25-33
12:00pm,31,28,24,32,26,24-32
1:00pm,30,27,24,32,26,24-32
2:00pm,30,27,24,31,26,24-31
3:00pm,30,27,24,31,26,24-31
4:00pm,30,28,24,31,27,24-31
5:00pm,31,27,23,32,27,23-32
6:00pm,31,27,23,31,27,23-31
7:00pm,31,28,23,31,27,23-31
8:00pm,31,28,23,31,27,23-31
9:00pm,30,28,22,31,26,22-31
10:00pm,30,27,22,31,26,22-31
11:00pm,30,27,22,30,26,22-30
12:00am,29,26,22,30,25,22-30
17/8/2013
1:00am,28,26,21,29,25,21-29
2:00am,28,25,21,28,24,21-28
3:00am,27,25,20,27,24,20-27
4:00am,27,24,20,27,23,20-27
5:00am,26,23,20,26,23,20-26
6:00am,26,23,19,25,22,19-26
7:00am,25,23,19,25,22,19-25
8:00am,24,22,19,24,22,19-24
9:00am,23,22,18,24,21,18-24
10:00am,23,21,18,24,21,18-24
11:00am,24,21,18,24,21,18-24
12:00pm,24,21,17,24,21,17-24
1:00pm,23,20,17,25,21,17-25
2:00pm,23,20,17,25,21,17-25
3:00pm,24,20,16,25,20,16-25
4:00pm,24,20,19,25,19,19-25
5:00pm,23,20,20,24,19,19-24
6:00pm,24,20,19,25,18,18-25
7:00pm,25,20,19,25,18,18-25
8:00pm,26,19,18,24,18,18-26
9:00pm,27,20,17,24,18,17-27
10:00pm,28,20,17,25,18,17-28
11:00pm,28,20,17,25,18,17-28
12:00am,27,20,17,26,18,17-27
18/8/2013
1:00am,28,20,17,27,18,17-28
2:00am,28,20,17,27,18,17-28
3:00am,28,20,17,28,18,17-28
4:00am,28,20,16,29,19,16-29
5:00am,27,19,16,29,18,16-29
6:00am,27,19,16,29,18,16-29
7:00am,27,19,16,30,18,16-30
8:00am,26,19,16,31,18,16-31
9:00am,25,19,16,31,18,16-31
10:00am,24,19,16,32,18,16-32
11:00am,23,19,15,30,17,15-30
12:00pm,23,19,15,28,17,15-28
1:00pm,22,18,15,28,16,15-28
2:00pm,22,18,14,28,16,14-28
3:00pm,21,17,14,29,15,14-29
4:00pm,20,17,14,32,15,14-32
5:00pm,20,17,14,33,15,14-33
6:00pm,19,17,14,33,15,14-33
7:00pm,18,17,15,33,14,14-33
8:00pm,17,17,13,32,14,13-32
